Admission_Date,Hospitalizations,Hospitalization_Rate,hosp_7,hosp_14
02/18/2021,10,0.44,10.142857142857142,10.142857142857142
02/19/2021,8,0.35,9.785714285714286,9.785714285714286
02/20/2021,12,0.53,9.642857142857142,9.642857142857142
02/21/2021,13,0.58,9.857142857142858,9.857142857142858
02/22/2021,6,0.27,9.142857142857142,9.142857142857142
02/23/2021,2,0.09,8.285714285714286,8.285714285714286
02/24/2021,8,0.35,8.142857142857142,8.142857142857142
02/25/2021,3,0.13,7.857142857142857,7.857142857142857
02/26/2021,9,0.4,7.928571428571429,7.928571428571429
02/27/2021,4,0.18,7.5,7.5
02/28/2021,8,0.35,7.714285714285714,7.714285714285714
03/01/2021,10,0.44,7.714285714285714,7.714285714285714
03/02/2021,6,0.27,7.571428571428571,7.571428571428571
03/03/2021,9,0.4,7.714285714285714,7.714285714285714
03/04/2021,3,0.13,7.214285714285714,7.214285714285714
03/05/2021,5,0.22,7.0,7.0
03/06/2021,5,0.22,6.5,6.5
03/07/2021,9,0.4,6.214285714285714,6.214285714285714
03/08/2021,7,0.31,6.285714285714286,6.285714285714286
03/09/2021,7,0.31,6.642857142857143,6.642857142857143
03/10/2021,10,0.44,6.785714285714286,6.785714285714286
03/11/2021,2,0.09,6.714285714285714,6.714285714285714
03/12/2021,8,0.35,6.642857142857143,6.642857142857143
03/13/2021,5,0.22,6.714285714285714,6.714285714285714
03/14/2021,14,0.62,7.142857142857143,7.142857142857143
03/15/2021,7,0.31,6.928571428571429,6.928571428571429
03/16/2021,6,0.27,6.928571428571429,6.928571428571429
03/17/2021,7,0.31,6.785714285714286,6.785714285714286
03/18/2021,14,0.62,7.571428571428571,7.571428571428571
03/19/2021,14,0.62,8.214285714285714,8.214285714285714
03/20/2021,9,0.4,8.5,8.5
03/21/2021,10,0.44,8.571428571428571,8.571428571428571
03/22/2021,6,0.27,8.5,8.5
03/23/2021,10,0.44,8.714285714285714,8.714285714285714
03/24/2021,22,0.97,9.571428571428571,9.571428571428571
03/25/2021,12,0.53,10.285714285714286,10.285714285714286
03/26/2021,15,0.66,10.785714285714286,10.785714285714286
03/27/2021,7,0.31,10.928571428571429,10.928571428571429
03/28/2021,17,0.75,11.142857142857142,11.142857142857142
03/29/2021,10,0.44,11.357142857142858,11.357142857142858
03/30/2021,10,0.44,11.642857142857142,11.642857142857142
03/31/2021,16,0.71,12.285714285714286,12.285714285714286
04/01/2021,15,0.66,12.357142857142858,12.357142857142858
04/02/2021,12,0.53,12.214285714285714,12.214285714285714
04/03/2021,14,0.62,12.571428571428571,12.571428571428571
04/04/2021,7,0.31,12.357142857142858,12.357142857142858
04/05/2021,21,0.93,13.428571428571429,13.428571428571429
04/06/2021,21,0.93,14.214285714285714,14.214285714285714
04/07/2021,12,0.53,13.5,13.5
04/08/2021,14,0.62,13.642857142857142,13.642857142857142
04/09/2021,17,0.75,13.785714285714286,13.785714285714286
04/10/2021,15,0.66,14.357142857142858,14.357142857142858
04/11/2021,9,0.4,13.785714285714286,13.785714285714286
04/12/2021,18,0.8,14.357142857142858,14.357142857142858
04/13/2021,15,0.66,14.714285714285714,14.714285714285714
04/14/2021,16,0.71,14.714285714285714,14.714285714285714
04/15/2021,24,1.06,15.357142857142858,15.357142857142858
04/16/2021,27,1.19,16.428571428571427,16.428571428571427
04/17/2021,20,0.88,16.857142857142858,16.857142857142858
04/18/2021,16,0.71,17.5,17.5
04/19/2021,19,0.84,17.357142857142858,17.357142857142858
04/20/2021,15,0.66,16.928571428571427,16.928571428571427
04/21/2021,22,0.97,17.642857142857142,17.642857142857142
04/22/2021,27,1.19,18.571428571428573,18.571428571428573
04/23/2021,17,0.75,18.571428571428573,18.571428571428573
04/24/2021,20,0.88,18.928571428571427,18.928571428571427
04/25/2021,20,0.88,19.714285714285715,19.714285714285715
04/26/2021,18,0.8,19.714285714285715,19.714285714285715
04/27/2021,25,1.11,20.428571428571427,20.428571428571427
04/28/2021,24,1.06,21.0,21.0
04/29/2021,13,0.58,20.214285714285715,20.214285714285715
04/30/2021,21,0.93,19.785714285714285,19.785714285714285
05/01/2021,16,0.71,19.5,19.5
05/02/2021,9,0.4,19.0,19.0
05/03/2021,13,0.58,18.571428571428573,18.571428571428573
05/04/2021,22,0.97,19.071428571428573,19.071428571428573
05/05/2021,14,0.62,18.5,18.5
05/06/2021,19,0.84,17.928571428571427,17.928571428571427
05/07/2021,15,0.66,17.785714285714285,17.785714285714285
05/08/2021,16,0.71,17.5,17.5
05/09/2021,12,0.53,16.928571428571427,16.928571428571427
05/10/2021,9,0.4,16.285714285714285,16.285714285714285
05/11/2021,16,0.71,15.642857142857142,15.642857142857142
05/12/2021,19,0.84,15.285714285714286,15.285714285714286
05/13/2021,11,0.49,15.142857142857142,15.142857142857142
05/14/2021,17,0.75,14.857142857142858,14.857142857142858
05/15/2021,11,0.49,14.5,14.5
05/16/2021,7,0.31,14.357142857142858,14.357142857142858
05/17/2021,13,0.58,14.357142857142858,14.357142857142858
05/18/2021,11,0.49,13.571428571428571,13.571428571428571
05/19/2021,13,0.58,13.5,13.5
05/20/2021,10,0.44,12.857142857142858,12.857142857142858
05/21/2021,13,0.58,12.714285714285714,12.714285714285714
05/22/2021,8,0.35,12.142857142857142,12.142857142857142
05/23/2021,12,0.53,12.142857142857142,12.142857142857142
05/24/2021,13,0.58,12.428571428571429,12.428571428571429
05/25/2021,7,0.31,11.785714285714286,11.785714285714286
05/26/2021,13,0.58,11.357142857142858,11.357142857142858
05/27/2021,10,0.44,11.285714285714286,11.285714285714286
05/28/2021,9,0.4,10.714285714285714,10.714285714285714
05/29/2021,6,0.27,10.357142857142858,10.357142857142858
05/30/2021,13,0.58,10.785714285714286,10.785714285714286
05/31/2021,5,0.22,10.214285714285714,10.214285714285714
06/01/2021,14,0.62,10.428571428571429,10.428571428571429
06/02/2021,9,0.4,10.142857142857142,10.142857142857142
06/03/2021,5,0.22,9.785714285714286,9.785714285714286
06/04/2021,4,0.18,9.142857142857142,9.142857142857142
06/05/2021,6,0.27,9.0,9.0
06/06/2021,4,0.18,8.428571428571429,8.428571428571429
06/07/2021,7,0.31,8.0,8.0
06/08/2021,6,0.27,7.928571428571429,7.928571428571429
06/09/2021,10,0.44,7.714285714285714,7.714285714285714
06/10/2021,4,0.18,7.285714285714286,7.285714285714286
06/11/2021,5,0.22,7.0,7.0
06/12/2021,4,0.18,6.857142857142857,6.857142857142857
06/13/2021,6,0.27,6.357142857142857,6.357142857142857
06/14/2021,5,0.22,6.357142857142857,6.357142857142857
06/15/2021,4,0.18,5.642857142857143,5.642857142857143
06/16/2021,5,0.22,5.357142857142857,5.357142857142857
06/17/2021,3,0.13,5.214285714285714,5.214285714285714
06/18/2021,4,0.18,5.214285714285714,5.214285714285714
06/19/2021,6,0.27,5.214285714285714,5.214285714285714
06/20/2021,2,0.09,5.071428571428571,5.071428571428571
06/21/2021,8,0.35,5.142857142857143,5.142857142857143
06/22/2021,8,0.35,5.285714285714286,5.285714285714286
06/23/2021,7,0.31,5.071428571428571,5.071428571428571
06/24/2021,6,0.27,5.214285714285714,5.214285714285714
06/25/2021,5,0.22,5.214285714285714,5.214285714285714
06/26/2021,4,0.18,5.214285714285714,5.214285714285714
06/27/2021,3,0.13,5.0,5.0
06/28/2021,3,0.13,4.857142857142857,4.857142857142857
06/29/2021,3,0.13,4.785714285714286,4.785714285714286
06/30/2021,7,0.31,4.928571428571429,4.928571428571429
07/01/2021,4,0.18,5.0,5.0
07/02/2021,2,0.09,4.857142857142857,4.857142857142857
07/03/2021,2,0.09,4.571428571428571,4.571428571428571
07/04/2021,4,0.18,4.714285714285714,4.714285714285714
07/05/2021,2,0.09,4.285714285714286,4.285714285714286
07/06/2021,3,0.13,3.9285714285714284,3.9285714285714284
07/07/2021,5,0.22,3.7857142857142856,3.7857142857142856
07/08/2021,6,0.27,3.7857142857142856,3.7857142857142856
07/09/2021,9,0.4,4.071428571428571,4.071428571428571
07/10/2021,5,0.22,4.142857142857143,4.142857142857143
07/11/2021,5,0.22,4.285714285714286,4.285714285714286
07/12/2021,10,0.44,4.785714285714286,4.785714285714286
07/13/2021,6,0.27,5.0,5.0
07/14/2021,6,0.27,4.928571428571429,4.928571428571429
07/15/2021,11,0.49,5.428571428571429,5.428571428571429
07/16/2021,7,0.31,5.785714285714286,5.785714285714286
07/17/2021,4,0.18,5.928571428571429,5.928571428571429
07/18/2021,2,0.09,5.785714285714286,5.785714285714286
07/19/2021,6,0.27,6.071428571428571,6.071428571428571
07/20/2021,9,0.4,6.5,6.5
07/21/2021,1,0.04,6.214285714285714,6.214285714285714
07/22/2021,8,0.35,6.357142857142857,6.357142857142857
07/23/2021,7,0.31,6.214285714285714,6.214285714285714
07/24/2021,7,0.31,6.357142857142857,6.357142857142857
07/25/2021,11,0.49,6.785714285714286,6.785714285714286
07/26/2021,11,0.49,6.857142857142857,6.857142857142857
07/27/2021,12,0.53,7.285714285714286,7.285714285714286
07/28/2021,19,0.84,8.214285714285714,8.214285714285714
07/29/2021,10,0.44,8.142857142857142,8.142857142857142
07/30/2021,8,0.35,8.214285714285714,8.214285714285714
07/31/2021,18,0.8,9.214285714285714,9.214285714285714
08/01/2021,9,0.4,9.714285714285714,9.714285714285714
08/02/2021,14,0.62,10.285714285714286,10.285714285714286
08/03/2021,19,0.84,11.0,11.0
08/04/2021,19,0.84,12.285714285714286,12.285714285714286
08/05/2021,12,0.53,12.571428571428571,12.571428571428571
08/06/2021,18,0.8,13.357142857142858,13.357142857142858
08/07/2021,28,1.24,14.857142857142858,14.857142857142858
08/08/2021,23,1.02,15.714285714285714,15.714285714285714
08/09/2021,30,1.33,17.071428571428573,17.071428571428573
08/10/2021,13,0.58,17.142857142857142,17.142857142857142
08/11/2021,32,1.42,18.071428571428573,18.071428571428573
08/12/2021,27,1.19,19.285714285714285,19.285714285714285
08/13/2021,29,1.28,20.785714285714285,20.785714285714285
08/14/2021,19,0.84,20.857142857142858,20.857142857142858
08/15/2021,28,1.24,22.214285714285715,22.214285714285715
08/16/2021,19,0.84,22.571428571428573,22.571428571428573
08/17/2021,30,1.33,23.357142857142858,23.357142857142858
08/18/2021,26,1.15,23.857142857142858,23.857142857142858
08/19/2021,27,1.19,24.928571428571427,24.928571428571427
08/20/2021,30,1.33,25.785714285714285,25.785714285714285
08/21/2021,15,0.66,24.857142857142858,24.857142857142858
08/22/2021,28,1.24,25.214285714285715,25.214285714285715
08/23/2021,31,1.37,25.285714285714285,25.285714285714285
08/24/2021,20,0.88,25.785714285714285,25.785714285714285
08/25/2021,23,1.02,25.142857142857142,25.142857142857142
08/26/2021,26,1.15,25.071428571428573,25.071428571428573
08/27/2021,36,1.59,25.571428571428573,25.571428571428573
08/28/2021,28,1.24,26.214285714285715,26.214285714285715
08/29/2021,19,0.84,25.571428571428573,25.571428571428573
08/30/2021,19,0.84,25.571428571428573,25.571428571428573
08/31/2021,24,1.06,25.142857142857142,25.142857142857142
09/01/2021,27,1.19,25.214285714285715,25.214285714285715
09/02/2021,18,0.8,24.571428571428573,24.571428571428573
09/03/2021,25,1.11,24.214285714285715,24.214285714285715
09/04/2021,17,0.75,24.357142857142858,24.357142857142858
09/05/2021,25,1.11,24.142857142857142,24.142857142857142
09/06/2021,19,0.84,23.285714285714285,23.285714285714285
09/07/2021,25,1.11,23.642857142857142,23.642857142857142
09/08/2021,24,1.06,23.714285714285715,23.714285714285715
09/09/2021,21,0.93,23.357142857142858,23.357142857142858
09/10/2021,20,0.88,22.214285714285715,22.214285714285715
09/11/2021,17,0.75,21.428571428571427,21.428571428571427
09/12/2021,16,0.71,21.214285714285715,21.214285714285715
09/13/2021,21,0.93,21.357142857142858,21.357142857142858
09/14/2021,16,0.71,20.785714285714285,20.785714285714285
09/15/2021,17,0.75,20.071428571428573,20.071428571428573
09/16/2021,18,0.8,20.071428571428573,20.071428571428573
09/17/2021,18,0.8,19.571428571428573,19.571428571428573
09/18/2021,21,0.93,19.857142857142858,19.857142857142858
09/19/2021,16,0.71,19.214285714285715,19.214285714285715
09/20/2021,20,0.88,19.285714285714285,19.285714285714285
09/21/2021,18,0.8,18.785714285714285,18.785714285714285
09/22/2021,11,0.49,17.857142857142858,17.857142857142858
09/23/2021,7,0.31,16.857142857142858,16.857142857142858
09/24/2021,19,0.84,16.785714285714285,16.785714285714285
09/25/2021,12,0.53,16.428571428571427,16.428571428571427
09/26/2021,15,0.66,16.357142857142858,16.357142857142858
09/27/2021,16,0.71,16.0,16.0
09/28/2021,12,0.53,15.714285714285714,15.714285714285714
09/29/2021,9,0.4,15.142857142857142,15.142857142857142
09/30/2021,20,0.88,15.285714285714286,15.285714285714286
10/01/2021,14,0.62,15.0,15.0
10/02/2021,7,0.31,14.0,14.0
10/03/2021,7,0.31,13.357142857142858,13.357142857142858
10/04/2021,12,0.53,12.785714285714286,12.785714285714286
10/05/2021,14,0.62,12.5,12.5
10/06/2021,16,0.71,12.857142857142858,12.857142857142858
10/07/2021,10,0.44,13.071428571428571,13.071428571428571
10/08/2021,16,0.71,12.857142857142858,12.857142857142858
10/09/2021,22,0.97,13.571428571428571,13.571428571428571
10/10/2021,9,0.4,13.142857142857142,13.142857142857142
10/11/2021,14,0.62,13.0,13.0
10/12/2021,12,0.53,13.0,13.0
10/13/2021,10,0.44,13.071428571428571,13.071428571428571
10/14/2021,15,0.66,12.714285714285714,12.714285714285714
10/15/2021,13,0.58,12.642857142857142,12.642857142857142
10/16/2021,14,0.62,13.142857142857142,13.142857142857142
10/17/2021,12,0.53,13.5,13.5
10/18/2021,15,0.66,13.714285714285714,13.714285714285714
10/19/2021,13,0.58,13.642857142857142,13.642857142857142
10/20/2021,12,0.53,13.357142857142858,13.357142857142858
10/21/2021,11,0.49,13.428571428571429,13.428571428571429
10/22/2021,14,0.62,13.285714285714286,13.285714285714286
10/23/2021,7,0.31,12.214285714285714,12.214285714285714
10/24/2021,11,0.49,12.357142857142858,12.357142857142858
10/25/2021,16,0.71,12.5,12.5
10/26/2021,15,0.66,12.714285714285714,12.714285714285714
10/27/2021,16,0.71,13.142857142857142,13.142857142857142
10/28/2021,13,0.58,13.0,13.0
10/29/2021,12,0.53,12.928571428571429,12.928571428571429
10/30/2021,12,0.53,12.785714285714286,12.785714285714286
10/31/2021,7,0.31,12.428571428571429,12.428571428571429
11/01/2021,15,0.66,12.428571428571429,12.428571428571429
11/02/2021,16,0.71,12.642857142857142,12.642857142857142
11/03/2021,12,0.53,12.642857142857142,12.642857142857142
11/04/2021,11,0.49,12.642857142857142,12.642857142857142
11/05/2021,14,0.62,12.642857142857142,12.642857142857142
11/06/2021,14,0.62,13.142857142857142,13.142857142857142
11/07/2021,10,0.44,13.071428571428571,13.071428571428571
11/08/2021,20,0.88,13.357142857142858,13.357142857142858
11/09/2021,12,0.53,13.142857142857142,13.142857142857142
11/10/2021,16,0.71,13.142857142857142,13.142857142857142
11/11/2021,11,0.49,13.0,13.0
11/12/2021,24,1.06,13.857142857142858,13.857142857142858
11/13/2021,7,0.31,13.5,13.5
11/14/2021,14,0.62,14.0,14.0
11/15/2021,8,0.35,13.5,13.5
11/16/2021,13,0.58,13.285714285714286,13.285714285714286
11/17/2021,8,0.35,13.0,13.0
11/18/2021,10,0.44,12.928571428571429,12.928571428571429
11/19/2021,12,0.53,12.785714285714286,12.785714285714286
11/20/2021,4,0.18,12.071428571428571,12.071428571428571
11/21/2021,5,0.22,11.714285714285714,11.714285714285714
11/22/2021,9,0.4,10.928571428571429,10.928571428571429
11/23/2021,6,0.27,10.5,10.5
11/24/2021,11,0.49,10.142857142857142,10.142857142857142
11/25/2021,5,0.22,9.714285714285714,9.714285714285714
11/26/2021,8,0.35,8.571428571428571,8.571428571428571
11/27/2021,10,0.44,8.785714285714286,8.785714285714286
11/28/2021,8,0.35,8.357142857142858,8.357142857142858
11/29/2021,9,0.4,8.428571428571429,8.428571428571429
11/30/2021,9,0.4,8.142857142857142,8.142857142857142
12/01/2021,8,0.35,8.142857142857142,8.142857142857142
12/02/2021,8,0.35,8.0,8.0
12/03/2021,7,0.31,7.642857142857143,7.642857142857143
12/04/2021,5,0.22,7.714285714285714,7.714285714285714
12/05/2021,9,0.4,8.0,8.0
12/06/2021,10,0.44,8.071428571428571,8.071428571428571
12/07/2021,11,0.49,8.428571428571429,8.428571428571429
12/08/2021,9,0.4,8.285714285714286,8.285714285714286
12/09/2021,6,0.27,8.357142857142858,8.357142857142858
12/10/2021,7,0.31,8.285714285714286,8.285714285714286
12/11/2021,5,0.22,7.928571428571429,7.928571428571429
12/12/2021,7,0.31,7.857142857142857,7.857142857142857
12/13/2021,8,0.35,7.785714285714286,7.785714285714286
12/14/2021,13,0.58,8.071428571428571,8.071428571428571
12/15/2021,11,0.49,8.285714285714286,8.285714285714286
12/16/2021,10,0.44,8.428571428571429,8.428571428571429
12/17/2021,7,0.31,8.428571428571429,8.428571428571429
12/18/2021,13,0.58,9.0,9.0
12/19/2021,14,0.62,9.357142857142858,9.357142857142858
12/20/2021,12,0.53,9.5,9.5
12/21/2021,20,0.88,10.142857142857142,10.142857142857142
12/22/2021,21,0.93,11.0,11.0
12/23/2021,18,0.8,11.857142857142858,11.857142857142858
12/24/2021,23,1.02,13.0,13.0
12/25/2021,19,0.84,14.0,14.0
12/26/2021,20,0.88,14.928571428571429,14.928571428571429
12/27/2021,23,1.02,16.0,16.0
12/28/2021,26,1.15,16.928571428571427,16.928571428571427
12/29/2021,32,1.42,18.428571428571427,18.428571428571427
12/30/2021,37,1.64,20.357142857142858,20.357142857142858
12/31/2021,33,1.46,22.214285714285715,22.214285714285715
01/01/2022,40,1.77,24.142857142857142,24.142857142857142
01/02/2022,37,1.64,25.785714285714285,25.785714285714285
01/03/2022,54,2.39,28.785714285714285,28.785714285714285
01/04/2022,60,2.65,31.642857142857142,31.642857142857142
01/05/2022,58,2.57,34.285714285714285,34.285714285714285
01/06/2022,63,2.79,37.5,37.5
01/07/2022,63,2.79,40.357142857142854,40.357142857142854
01/08/2022,47,2.08,42.357142857142854,42.357142857142854
01/09/2022,59,2.61,45.142857142857146,45.142857142857146
01/10/2022,65,2.88,48.142857142857146,48.142857142857146
01/11/2022,65,2.88,50.92857142857143,50.92857142857143
01/12/2022,60,2.65,52.92857142857143,52.92857142857143
01/13/2022,52,2.3,54.0,54.0
01/14/2022,55,2.43,55.57142857142857,55.57142857142857
01/15/2022,39,1.73,55.5,55.5
01/16/2022,56,2.48,56.857142857142854,56.857142857142854
01/17/2022,57,2.52,57.07142857142857,57.07142857142857
01/18/2022,54,2.39,56.642857142857146,56.642857142857146
01/19/2022,45,1.99,55.714285714285715,55.714285714285715
01/20/2022,56,2.48,55.214285714285715,55.214285714285715
01/21/2022,43,1.9,53.785714285714285,53.785714285714285
01/22/2022,31,1.37,52.642857142857146,52.642857142857146
01/23/2022,29,1.28,50.5,50.5
01/24/2022,40,1.77,48.714285714285715,48.714285714285715
01/25/2022,42,1.86,47.07142857142857,47.07142857142857
01/26/2022,33,1.46,45.142857142857146,45.142857142857146
01/27/2022,37,1.64,44.07142857142857,44.07142857142857
01/28/2022,45,1.99,43.357142857142854,43.357142857142854
01/29/2022,30,1.33,42.714285714285715,42.714285714285715
01/30/2022,25,1.11,40.5,40.5
01/31/2022,37,1.64,39.07142857142857,39.07142857142857
02/01/2022,24,1.06,36.92857142857143,36.92857142857143
02/02/2022,26,1.15,35.57142857142857,35.57142857142857
02/03/2022,20,0.88,33.0,33.0
02/04/2022,25,1.11,31.714285714285715,31.714285714285715
02/05/2022,14,0.62,30.5,30.5
02/06/2022,17,0.75,29.642857142857142,29.642857142857142
02/07/2022,32,1.42,29.071428571428573,29.071428571428573
02/08/2022,12,0.53,26.928571428571427,26.928571428571427
02/09/2022,10,0.44,25.285714285714285,25.285714285714285
02/10/2022,13,0.58,23.571428571428573,23.571428571428573
02/11/2022,14,0.62,21.357142857142858,21.357142857142858
02/12/2022,13,0.58,20.142857142857142,20.142857142857142
02/13/2022,7,0.31,18.857142857142858,18.857142857142858
02/14/2022,18,0.8,17.5,17.5
02/15/2022,10,0.44,16.5,16.5
02/16/2022,8,0.35,15.214285714285714,15.214285714285714
02/17/2022,12,0.53,14.642857142857142,14.642857142857142
02/18/2022,12,0.53,13.714285714285714,13.714285714285714
02/19/2022,6,0.27,13.142857142857142,13.142857142857142
02/20/2022,11,0.49,12.714285714285714,12.714285714285714
02/21/2022,10,0.44,11.142857142857142,11.142857142857142
02/22/2022,12,0.53,11.142857142857142,11.142857142857142
02/23/2022,13,0.58,11.357142857142858,11.357142857142858
02/24/2022,8,0.35,11.0,11.0
02/25/2022,14,0.62,11.0,11.0
02/26/2022,11,0.49,10.857142857142858,10.857142857142858
02/27/2022,11,0.49,11.142857142857142,11.142857142857142
02/28/2022,14,0.62,10.857142857142858,10.857142857142858
03/01/2022,11,0.49,10.928571428571429,10.928571428571429
03/02/2022,5,0.22,10.714285714285714,10.714285714285714
03/03/2022,3,0.13,10.071428571428571,10.071428571428571
03/04/2022,7,0.31,9.714285714285714,9.714285714285714
03/05/2022,3,0.13,9.5,9.5
03/06/2022,0,0,8.714285714285714,8.714285714285714
