,interval,mean_percent,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,days,date
0,0,0.5193746251604481,0.7709975780194628,0.2693444573813762,0.569362959307225,0.39515222270054834,0,2022-03-06
0,1,0.4288224397121655,0.5776127787413622,0.26726534206091224,0.46535103571712855,0.35509311111323755,1,2022-03-05
0,2,0.44496532011801077,0.6107973741507738,0.26677657801643334,0.4922438973684768,0.371349801206241,2,2022-03-04
0,3,0.41001140095910193,0.5659704017080519,0.24822585184490883,0.4584449406629516,0.34908711437155593,3,2022-03-03
0,4,0.39301124766946327,0.5411361647521511,0.2358997766188392,0.4413331836883698,0.3363132377615959,4,2022-03-02
0,5,0.36735561780438036,0.5040950281026005,0.2343086319802001,0.40257569071816585,0.3113366954176377,5,2022-03-01
0,6,0.35711099713074773,0.4935360396238249,0.23723961588986167,0.39995312366748,0.3142210796689507,6,2022-02-28
0,7,0.34199118169659914,0.4857880556220119,0.2121959461196872,0.3680561350743731,0.28172327667670716,7,2022-02-27
0,8,0.3516177851379844,0.48472289031190285,0.22996967864306786,0.38632306317915444,0.3013321842373364,8,2022-02-26
0,9,0.33876782225118623,0.48153340873719974,0.216793940470822,0.3620795125000649,0.27467695596433733,9,2022-02-25
0,10,0.330721094706679,0.47108219419704955,0.19681790971025018,0.355323742074733,0.266810806880204,10,2022-02-24
0,11,0.33370234215357186,0.505389068397268,0.19280709027597118,0.35001864326739673,0.2574964478965936,11,2022-02-23
0,12,0.3481133797217648,0.5546845040934395,0.19808349681409684,0.35914379736077917,0.2653648252351692,12,2022-02-22
0,13,0.3806330088910732,0.5953161740000068,0.21653237934564062,0.39017546929045394,0.29422108045066975,13,2022-02-21
0,14,0.3672655347412066,0.6146475699663222,0.19832402325817014,0.3673004790260886,0.29328144665858263,14,2022-02-20
0,15,0.3925209654475587,0.6531362633361404,0.22089217598213004,0.39074371839067656,0.313675367914151,15,2022-02-19
0,16,0.406578618197783,0.6710972266075138,0.2062444888268509,0.4019663066775466,0.3219050327006088,16,2022-02-18
0,17,0.4357654203017049,0.7156520634159587,0.2456118596564695,0.4390193803519179,0.35388853071284243,17,2022-02-17
0,18,0.473919183760662,0.6763337007193155,0.29456694303995085,0.500724431143651,0.4017314361875238,18,2022-02-16
0,19,0.5204943876456698,0.7190362109904157,0.33485057970067583,0.5566855161067619,0.4443687096494737,19,2022-02-15
0,20,0.5467549774232991,0.7344695595616612,0.35680051750162317,0.5886542782324126,0.46963116330822796,20,2022-02-14
0,21,0.5823614034753188,0.7982037371583719,0.3500784727491244,0.626867050536733,0.49293207490629715,21,2022-02-13
0,22,0.6022872552088105,0.8283828355809343,0.35554956187397796,0.6541714467431343,0.5067471124512946,22,2022-02-12
0,23,0.6279636881702418,0.9024599896849032,0.35414990146189673,0.6950197465236458,0.5201189853043159,23,2022-02-11
0,24,0.6572755644110049,0.9315946041060665,0.346492211307748,0.7022082303538445,0.5117235064541518,24,2022-02-10
0,25,0.577534925210703,0.7969834404412734,0.3592272784752657,0.6132648962352404,0.4708114624794744,25,2022-02-09
0,26,0.5453335394283227,0.7428025659305297,0.35206071570563546,0.5816997889306594,0.459588644372429,26,2022-02-08
0,27,0.48732586124635124,0.6469454676106153,0.3352948889084122,0.5159216348674222,0.41506306497520784,27,2022-02-07
0,28,0.4853070593855524,0.645525532585659,0.32436713947414614,0.5145400431482884,0.4135433146564648,28,2022-02-06
0,29,0.46036185301132754,0.6064882979824849,0.30730804464810846,0.4882072593470455,0.39294768129115726,29,2022-02-05
0,30,0.42708709430077024,0.5598243288582484,0.29641179430693837,0.45506290779549735,0.3718203233521204,30,2022-02-04
0,31,0.4115313472127103,0.5493071178488513,0.2975709704081589,0.43831418485412754,0.35934732411455284,31,2022-02-03
0,32,0.3800063098678783,0.47651976695921333,0.28426759856431205,0.4049888084400666,0.34278756431261526,32,2022-02-02
0,33,0.3560019083378684,0.43756296342360623,0.2692829361072097,0.38128447147379335,0.32413395592879196,33,2022-02-01
0,34,0.32871220240897336,0.40366188451641466,0.25061601254826443,0.3531999479020459,0.3008365629382863,34,2022-01-31
0,35,0.31939527819602453,0.3981869494504418,0.2397007076621783,0.3514941114283253,0.29677172936616275,35,2022-01-30
0,36,0.3008656035896158,0.372515907185414,0.21998349098825862,0.3289529789015829,0.2763125417177168,36,2022-01-29
0,37,0.2925633838064138,0.3687008943576491,0.2120434560654504,0.3205374934846415,0.2663563089529337,37,2022-01-28
0,38,0.27856099545141805,0.35893929470950775,0.201898770787942,0.3041649951921231,0.25023136218799386,38,2022-01-27
0,39,0.2785524695668493,0.3539481393656981,0.19918601153952675,0.30514582603304685,0.2517550202690919,39,2022-01-26
0,40,0.2659071192044488,0.33718854853429164,0.18949852163834918,0.29160311676377393,0.24073467258768466,40,2022-01-25
0,41,0.2588343854138129,0.3305956366531027,0.18755037945225073,0.2834543101940029,0.23432269270566278,41,2022-01-24
0,42,0.29228234458414865,0.36315193903823195,0.21675502485233725,0.315771328287872,0.26573834121335904,42,2022-01-23
0,43,0.2971483529545549,0.36947277384490473,0.22167459178489704,0.3213799632360796,0.2707558232488504,43,2022-01-22
0,44,0.2970996310109486,0.37223453754925384,0.2224622769082529,0.32022808842049594,0.2684471755029288,44,2022-01-21
0,45,0.2878961761635076,0.36154982101546557,0.21607829354153027,0.3082523671744476,0.25764837220537046,45,2022-01-20
0,46,0.2889135382714507,0.3630711398176439,0.21437850737822453,0.31225036211327867,0.259968560217926,46,2022-01-19
0,47,0.2809918915474597,0.35161698690606985,0.20977710763289475,0.3027896329575657,0.25320984397663127,47,2022-01-18
0,48,0.2775185229352182,0.34412976817446983,0.2062311178130446,0.29689387244148246,0.24842705320978134,48,2022-01-17
0,49,0.2688840027860906,0.3380752597200826,0.20373232592020005,0.2873292537472023,0.2399339334722806,49,2022-01-16
0,50,0.2676860510854729,0.3380994323565182,0.20212254608900962,0.2888319614258671,0.24016266999537325,50,2022-01-15
0,51,0.25723569587467926,0.32498473975333037,0.19205050228010745,0.2772550181786016,0.2296641164386576,51,2022-01-14
0,52,0.2506877179859803,0.3183645298238584,0.1886177082464765,0.2703232048242467,0.22385567853135235,52,2022-01-13
0,53,0.2406856117932037,0.306430454011281,0.17909313619925243,0.25883663428468057,0.21326400805121057,53,2022-01-12
0,54,0.24007779590958006,0.3051786100110123,0.17960870826368594,0.25735200878389125,0.21231801209398304,54,2022-01-11
0,55,0.23666790370184362,0.3016027498389092,0.17424412590451416,0.25487163926047285,0.2091558320620415,55,2022-01-10
0,56,0.26623448821714196,0.31890374121686765,0.20947570806083374,0.2859880878750535,0.2487186958825017,56,2022-01-09
0,57,0.2584429675963967,0.3115135640925762,0.2023075542956234,0.27960855141133883,0.24279075314933898,57,2022-01-08
0,58,0.24875211355446977,0.29773598779134025,0.1909928911262953,0.26927557579508155,0.23335138515504633,58,2022-01-07
0,59,0.24374990682530967,0.2946586299957128,0.18950746627846443,0.2591381498228042,0.2237270013037291,59,2022-01-06
0,60,0.23604427611644738,0.2877402540470869,0.1873544558005166,0.2509190824934151,0.2165508322841598,60,2022-01-05
0,61,0.23451158187065385,0.2868965007274075,0.185485411230448,0.2505004784075486,0.21639448985464926,61,2022-01-04
0,62,0.22785717279899073,0.28668964788003587,0.17782976345378607,0.24426940644210093,0.20908488831136926,62,2022-01-03
0,63,0.2274303023617888,0.28319196791824014,0.17452299976687596,0.24561619799973483,0.21042364523943263,63,2022-01-02
0,64,0.2223650151116405,0.2766579819511481,0.16708783921464584,0.24029447174935634,0.20488868745302416,64,2022-01-01
0,65,0.21916872425594763,0.27579822270914955,0.1629199065615545,0.23733662635285793,0.20142961482163516,65,2021-12-31
0,66,0.21721639039156262,0.2748857626260476,0.15880015790688606,0.23377765144860652,0.19727582768224186,66,2021-12-30
0,67,0.22187172673159264,0.2784065133110937,0.16468199712868536,0.2401858203076271,0.2040122700491832,67,2021-12-29
0,68,0.22253556323976506,0.2798472901025984,0.16694180738749795,0.23987382020210546,0.20365464313340656,68,2021-12-28
0,69,0.22777378519992084,0.2840639613010761,0.16584842996269675,0.2448142688249787,0.20755436712463546,69,2021-12-27
0,70,0.2083435923261486,0.2571012325562974,0.1662818908231678,0.22102170981937921,0.1913433187833531,70,2021-12-26
0,71,0.21325309937878797,0.2594739693564431,0.16758483233247448,0.2282415378985536,0.1980897046483427,71,2021-12-25
0,72,0.2235992390207328,0.27364262577653126,0.17675709341702484,0.23831331691749455,0.20712247152541546,72,2021-12-24
0,73,0.23275589399081276,0.28783211766762345,0.18382164190678316,0.2449662742851783,0.2116583634808627,73,2021-12-23
0,74,0.238138486002718,0.29136094094461434,0.18486333790665885,0.2538217271927784,0.21889258584343357,74,2021-12-22
0,75,0.2404967655000184,0.29806983513869667,0.18767972214042614,0.25969311309110027,0.22295822358121417,75,2021-12-21
0,76,0.2588994573059003,0.32017577491638716,0.1987916112578592,0.281270952480026,0.24115615888779945,76,2021-12-20
0,77,0.2583774338412367,0.3194039454633075,0.199559596405546,0.2764768225637804,0.23660481190631005,77,2021-12-19
0,78,0.2632324195758556,0.32373467496913677,0.20245653402165378,0.28424187473119283,0.2435993111117367,78,2021-12-18
0,79,0.2767100588762071,0.33861559421836096,0.21034337123439112,0.2982899918947321,0.2554134367552535,79,2021-12-17
0,80,0.29087548792835166,0.35606160073166193,0.21854012912458123,0.3177405621320699,0.27140612494279914,80,2021-12-16
0,81,0.2902692374563489,0.3591726676307543,0.22310293429567424,0.31564355119055393,0.26927373419249057,81,2021-12-15
0,82,0.28390369967480333,0.34950552050575806,0.215563210623932,0.3084321487069802,0.26281982514313385,82,2021-12-14
0,83,0.2710325205812994,0.3321493928269535,0.20364262090983115,0.2916288708136244,0.24856888059590537,83,2021-12-13
0,84,0.27518913407660484,0.3437404776069353,0.2133044607400619,0.2932743820281154,0.2503735105205483,84,2021-12-12
0,85,0.28849408267235677,0.3678151843314752,0.21491305898887597,0.3107213939980921,0.262628297732381,85,2021-12-11
0,86,0.2892841792758063,0.3622145574978419,0.22025792980570397,0.3131694691746049,0.26720227195782864,86,2021-12-10
0,87,0.2947606505794006,0.37388621576773096,0.22587661308624804,0.31765231237855274,0.2697363142544839,87,2021-12-09
0,88,0.3018672575464802,0.3821384615556436,0.2238207159924361,0.3244679079156751,0.27433231770452515,88,2021-12-08
0,89,0.3014013193583198,0.37069698358229625,0.2281464566210169,0.32284674087754833,0.2762968790470467,89,2021-12-07
0,90,0.29425507916564153,0.3605339833442236,0.22881800783623507,0.31308637595055955,0.2689627212667394,90,2021-12-06
0,91,0.29280902719413743,0.36057182956963674,0.23032615771468598,0.313746827286076,0.2699382703105936,91,2021-12-05
0,92,0.2840941283524293,0.3504848987633269,0.22077350740774976,0.30294203517174273,0.2585849275071513,92,2021-12-04
0,93,0.30182491251152643,0.37156309424847145,0.23598824539437296,0.3205278111390174,0.27397893803568235,93,2021-12-03
0,94,0.303168944256799,0.37533999170892024,0.23492558310820147,0.3241858275344808,0.27584520131605983,94,2021-12-02
0,95,0.30335792955134333,0.38481976375806315,0.23322901895340434,0.32239549900308573,0.2720109498736653,95,2021-12-01
0,96,0.32585721408851454,0.4009441888651238,0.2564107803099277,0.34356653848220997,0.29495495512610415,96,2021-11-30
0,97,0.3429822348457317,0.42970583018244396,0.2622653614391322,0.36375820371988926,0.3097065168277123,97,2021-11-29
0,98,0.353707420691068,0.47937674268121894,0.25576234787262436,0.37135946890858085,0.307303657126086,98,2021-11-28
0,99,0.34876598016100774,0.5175170387111306,0.23451131102033831,0.354482160212832,0.28901991683255723,99,2021-11-27
0,100,0.38695435859994703,0.48884719229846746,0.2984752786019762,0.4094216194918537,0.3476082142819177,100,2021-11-26
0,101,0.39195105958679133,0.48853671211777117,0.3038246606571606,0.417097300903055,0.3564836875795253,101,2021-11-25
0,102,0.40769399102727283,0.5097832758541088,0.3103763304000587,0.4388215344728152,0.37175178874497694,102,2021-11-24
0,103,0.39998939490536767,0.4986279577966917,0.3128926363631071,0.4249752399826831,0.3629177624421963,103,2021-11-23
0,104,0.46120661803211027,0.6301705607050796,0.3060399099427501,0.4953689951590122,0.4004550034797899,104,2021-11-22
0,105,0.4816448210156233,0.6661714668709762,0.29777917472927795,0.5216873340283061,0.41634495457372483,105,2021-11-21
0,106,0.546061609915745,0.8144601640261656,0.2889567840281391,0.6055543079771856,0.4566319334741478,106,2021-11-20
0,107,0.4490124568267285,0.6070719228756567,0.2795760256024648,0.4904665372259597,0.3998557336553241,107,2021-11-19
0,108,0.40855600323421437,0.5148319458927405,0.27818578889332485,0.44191695924490737,0.3730289527415645,108,2021-11-18
0,109,0.388077977409814,0.49045987455917317,0.28687618106365054,0.41857039326251316,0.35596086703752733,109,2021-11-17
0,110,0.3780870050849963,0.47302846148322936,0.28168177403783545,0.4097956298984732,0.34795353083446817,110,2021-11-16
0,111,0.34420525794166934,0.45013230818672295,0.2439497866565523,0.3643390155877851,0.29722024680384757,111,2021-11-15
0,112,0.308372134059784,0.40507335570258746,0.21644229949734833,0.3262090687206618,0.2654128609735244,112,2021-11-14
0,113,0.30596881095876205,0.4134342662050964,0.1976389631491989,0.32551845643922406,0.2598148385408841,113,2021-11-13
0,114,0.27781339155587254,0.3776950897389901,0.19330360525421736,0.29088751326492673,0.2308444013549687,114,2021-11-12
0,115,0.27845469489010977,0.3716588565417977,0.19381194803630564,0.2989594919540684,0.2403369101283102,115,2021-11-11
0,116,0.2788100951457101,0.370417265474015,0.19559189736326713,0.2992980280698673,0.24133513116812666,116,2021-11-10
0,117,0.28003624303522623,0.37011322676947606,0.19737087494613778,0.30124029179945877,0.24373093376765986,117,2021-11-09
0,118,0.2643063185687099,0.3660814241597906,0.17926411116593888,0.2825003212494824,0.22161112919640524,118,2021-11-08
0,119,0.26369107050284385,0.3696292603742971,0.1733847481706644,0.2813483744822138,0.21808037009717143,119,2021-11-07
0,120,0.2529393456875973,0.37334979976608407,0.15471772898329247,0.26071025427174105,0.1953294668443732,120,2021-11-06
0,121,0.2631365743987223,0.3742767200123268,0.1663346201137389,0.2758736978871302,0.21210726431805674,121,2021-11-05
0,122,0.27231613616743594,0.37517861053087515,0.17953675678470066,0.28800508011133497,0.2257533797794067,122,2021-11-04
0,123,0.27376368967075104,0.36935800976423483,0.19215049727018502,0.29297405717178615,0.23428035710004325,123,2021-11-03
0,124,0.2791013337313143,0.37259653303473017,0.19759025808540528,0.2973153640734257,0.2394347680155104,124,2021-11-02
0,125,0.30360873550959183,0.3887331751857642,0.22266413446329555,0.3258016319650515,0.26981443733415494,125,2021-11-01
0,126,0.29084039189140737,0.374583847826111,0.21459760084128884,0.3168103014340057,0.26376572413689664,126,2021-10-31
0,127,0.30683048972029714,0.39952989365000613,0.22242033255812035,0.3379984609322761,0.2799368518686078,127,2021-10-30
0,128,0.31033539896640416,0.4034040701631185,0.21758893337522558,0.33856031268645026,0.27733064003472396,128,2021-10-29
0,129,0.3060217520984257,0.3966656271680915,0.21518702139047802,0.33327753421214495,0.2734715210316334,129,2021-10-28
0,130,0.28478906843608276,0.3647679094208072,0.21423832075514565,0.30491786283204847,0.2545737419466524,130,2021-10-27
0,131,0.2852792197888263,0.36717870620534354,0.21349368704432076,0.3090503935112886,0.2577300470579735,131,2021-10-26
0,132,0.27146114780395186,0.34880347369791215,0.19802866239013941,0.29589006560696535,0.24465710343655486,132,2021-10-25
0,133,0.25681513119531746,0.333475583298907,0.18549652327547186,0.2779607046077703,0.22597093562735995,133,2021-10-24
0,134,0.26480473344881406,0.3501461755243578,0.18969838830401764,0.2827323460173308,0.22796388910344942,134,2021-10-23
0,135,0.25650223729658184,0.33790729483091336,0.18157624211522738,0.27490405905183785,0.22161960802844033,135,2021-10-22
0,136,0.2531541355756563,0.33684230651646246,0.18193482844841863,0.2726752902639424,0.21949418522747643,136,2021-10-21
0,137,0.26538907759327207,0.3428487179722903,0.18999043719481584,0.290220244550647,0.23783733086423253,137,2021-10-20
0,138,0.259428140727547,0.3389971177868024,0.1838765074936186,0.27825494156184644,0.2246716050890296,138,2021-10-19
0,139,0.25144071330503365,0.3291313545029229,0.1781817880365941,0.2758055352103823,0.22348668767635987,139,2021-10-18
0,140,0.22908349404045525,0.2989102545501142,0.15878629776530262,0.25015333862303946,0.2026653660460016,140,2021-10-17
0,141,0.20581138473679833,0.2819730915771697,0.13720077107000464,0.2242459652750589,0.17538525743577787,141,2021-10-16
0,142,0.21410569029810186,0.2873825142294977,0.14598229020186,0.2321889704978259,0.184439660795876,142,2021-10-15
0,143,0.21572340549833857,0.28451533012362284,0.1497995703348094,0.23558649582024116,0.18986849031358716,143,2021-10-14
0,144,0.21490060782505277,0.28256784683165653,0.14631481810605665,0.23308774249335773,0.18740747955083495,144,2021-10-13
0,145,0.21005391134288723,0.28308717775625364,0.1457785371409227,0.22861718829816446,0.18235247590529852,145,2021-10-12
0,146,0.22165108468335212,0.28628196338964684,0.15403333124531718,0.24407876478865057,0.199047137413549,146,2021-10-11
0,147,0.2419576758752622,0.3100300130227065,0.1734056321986133,0.266300721008998,0.21925627353119315,147,2021-10-10
0,148,0.2409098068612031,0.315009394294363,0.1750626840640834,0.2575664241469116,0.21021352016549796,148,2021-10-09
0,149,0.24880462443469792,0.32354359331807947,0.1772162076912042,0.27442734074410347,0.22450580688490065,149,2021-10-08
0,150,0.2344130560480844,0.30995228282610554,0.16056724721051954,0.2561694231487889,0.20405709703624075,150,2021-10-07
0,151,0.24076273389842157,0.3290060787735674,0.15906851830780652,0.26022899761856855,0.20257580524694144,151,2021-10-06
0,152,0.24478917427827834,0.3419691670448951,0.15607907605739113,0.26092723499049664,0.19858379032207324,152,2021-10-05
0,153,0.24930771515722122,0.3478994551929813,0.1621026299006525,0.2713252772560048,0.20777352612138367,153,2021-10-04
0,154,0.21670133478008546,0.3015958357908187,0.1412750994301966,0.23060986497538538,0.17493298261271717,154,2021-10-03
0,155,0.23307957019242997,0.3171828556011676,0.15502069573164048,0.24993381691875854,0.19368539771851498,155,2021-10-02
0,156,0.22623111580164013,0.3133488034864829,0.15040735278453365,0.24156398374575236,0.18474790208607553,156,2021-10-01
0,157,0.2416566224299651,0.3330257315473144,0.1576008690734945,0.26121989491113545,0.20155492913802808,157,2021-09-30
0,158,0.2568036342417078,0.35153584123071896,0.17309082829328093,0.2767440080286897,0.2160304765762235,158,2021-09-29
0,159,0.26267697955634306,0.35967144829842473,0.17939354713941125,0.28266500739971817,0.2213704659048094,159,2021-09-28
0,160,0.2611092012156851,0.35716098232151106,0.17967304588044566,0.279587502895874,0.21954012181419696,160,2021-09-27
0,161,0.24972229465611484,0.3392773129584382,0.16539913036408016,0.2702202619173728,0.21113203753389753,161,2021-09-26
0,162,0.2489618803075929,0.33507735249063747,0.16795186188702954,0.26981245262696785,0.21298851535992439,162,2021-09-25
0,163,0.25260496693565304,0.34529819045566773,0.17410682433312547,0.27238730091362795,0.2149742777778966,163,2021-09-24
0,164,0.26934324710142166,0.36066459313634947,0.17477848727281814,0.2906665933436379,0.22877447383039945,164,2021-09-23
0,165,0.2534409987258189,0.34181604409811245,0.16858618301774295,0.27393731411826744,0.21589292700971968,165,2021-09-22
0,166,0.25625823104292317,0.34834037382718075,0.17045143251981937,0.27800087854416233,0.2182969138735845,166,2021-09-21
0,167,0.25391371790065675,0.34915725450280893,0.17197323092966846,0.2759039169054362,0.216543241285878,167,2021-09-20
0,168,0.2708454920926582,0.3742712921848078,0.18113830732956956,0.2948686843178832,0.230946753916736,168,2021-09-19
0,169,0.2620916511326083,0.3562223841328199,0.17426138610917172,0.2859104121977098,0.22579059197248957,169,2021-09-18
0,170,0.2755140858524755,0.37719757705303464,0.18884472593119742,0.29612766283368386,0.23317313707638168,170,2021-09-17
0,171,0.2488388143707897,0.34050559700174926,0.17159706029704333,0.26546064002908126,0.20822811441873101,171,2021-09-16
0,172,0.24583341948423318,0.3293966056766661,0.1654463697530098,0.26583915797567975,0.20976498664061285,172,2021-09-15
0,173,0.24001165208127345,0.32280715742845073,0.1605341738419491,0.26291549003720854,0.2076546476104212,173,2021-09-14
0,174,0.23612819093568696,0.32170122471807755,0.1563352806277695,0.26028380012036517,0.2032326943052152,174,2021-09-13
0,175,0.231031182092357,0.31569249088329243,0.1501290878599051,0.25202390236717725,0.1953532640582982,175,2021-09-12
0,176,0.2332884216430418,0.31720983659753194,0.15284175448828877,0.25468919222453,0.19801585509553996,176,2021-09-11
0,177,0.23991030744916986,0.32708259377206117,0.15250227535730596,0.25930003070996344,0.20162730890190686,177,2021-09-10
0,178,0.24232706563434475,0.3296044813124002,0.1618600136364408,0.2636727965097179,0.20711415583641393,178,2021-09-09
0,179,0.23886246870403455,0.3238568395726699,0.1607434600543185,0.2582906258408649,0.20321776553346693,179,2021-09-08
0,180,0.23920994319217628,0.320096640197642,0.16068377476072715,0.25750768049039874,0.20353866755182434,180,2021-09-07
0,181,0.2474717526146536,0.335135263175315,0.16394543445798582,0.26890547893800604,0.21191051675350053,181,2021-09-06
0,182,0.2869748497503559,0.37659356279057504,0.19596631176982363,0.3062052767910764,0.24490024103307848,182,2021-09-05
0,183,0.2830485583863248,0.3707608808653643,0.1932160810840155,0.30364826351900126,0.2434520899057217,183,2021-09-04
0,184,0.25577889862385966,0.3387653282721751,0.18084128113981418,0.26940095946694737,0.21640103261224025,184,2021-09-03
0,185,0.2627057029441208,0.3448491430444923,0.1881843457232925,0.2782842547680217,0.2254794579381949,185,2021-09-02
0,186,0.25832836566600337,0.33493508610512146,0.18092013347171712,0.27897547365931924,0.22714510297905413,186,2021-09-01
0,187,0.2637913270397338,0.3482414282042698,0.1809824700230423,0.28916284493740485,0.2325830391115964,187,2021-08-31
0,188,0.2472974088786554,0.32992442554276563,0.1668758309915355,0.2697850470206495,0.21372061429139125,188,2021-08-30
0,189,0.24019102183071397,0.32343373393982183,0.15948814565225047,0.2645222589957856,0.207440143578903,189,2021-08-29
0,190,0.2359277031053916,0.3248738205791752,0.15688841822264518,0.25724940507498806,0.198949022975361,190,2021-08-28
0,191,0.2366221703277131,0.3261472402505417,0.15681450203852787,0.2555898535342614,0.1968462515055302,191,2021-08-27
